calendar_yearmonth,Year_Name,Month_Name,SAID,number_of_Cases,number_of_escalation,number_of_parts_used,number_of_single_visit_missed,number_of_response_missed
201202,2012,2,102405376770,1,0,1,0,0
201209,2012,9,102405408055,1,0,1,0,0
201209,2012,9,102405783110,1,0,0,0,0
201203,2012,3,102406959627,1,0,1,0,0
201112,2011,12,102405376770,1,0,0,0,0
201204,2012,4,102405408055,1,0,1,0,0
201204,2012,4,102405783110,1,0,0,0,0
201202,2012,2,102382377932,5,1,0,0,0
201202,2012,2,102389358820,1,0,0,0,0
201205,2012,5,102373205000,1,0,0,0,0
201210,2012,10,102494123395,1,0,0,0,0
201209,2012,9,107605850999,2,0,2,0,0
201111,2011,11,102494123395,1,0,0,0,0
201205,2012,5,102392225752,2,0,0,0,0
201208,2012,8,102254215870,2,1,2,0,0
201209,2012,9,102254215870,5,1,8,2,0
201112,2011,12,102392815206,3,0,0,0,0
201201,2012,1,102392815206,1,0,0,0,0
201111,2011,11,102393443445,1,0,1,0,0
201208,2012,8,102392225752,2,0,0,0,0
201202,2012,2,102392815206,1,0,0,0,0
201202,2012,2,102393443445,1,0,0,0,0
201112,2011,12,102496534398,1,0,0,0,0
201209,2012,9,102427082493,95,0,0,0,0
201210,2012,10,102409702917,2,0,0,0,0
201205,2012,5,102409346397,1,0,1,0,0
201210,2012,10,107601382076,1,0,1,0,0
201206,2012,6,107601816400,1,0,1,0,0
201207,2012,7,107605892006,1,0,0,0,0
201207,2012,7,102395247441,2,0,0,0,0
201207,2012,7,102395367760,1,0,1,0,0
201204,2012,4,102412927002,3,0,0,0,0
201208,2012,8,107577767759,2,0,2,0,0
201208,2012,8,102395247441,11,1,0,0,0
201205,2012,5,102395367760,1,0,1,0,0
201208,2012,8,102395367760,2,0,1,1,0
201203,2012,3,102395247441,1,0,0,0,0
201205,2012,5,102395247441,2,0,0,0,0
201210,2012,10,107577979616,1,0,0,0,0
201112,2011,12,102373444756,3,0,0,0,0
201201,2012,1,102373444756,2,0,0,0,0
201210,2012,10,102385071524,1,0,0,0,0
201209,2012,9,102395247441,11,0,0,0,0
201202,2012,2,102395367760,1,0,1,0,0
201205,2012,5,102385071524,2,0,1,0,0
201210,2012,10,107628922560,1,0,1,0,0
201207,2012,7,107633470938,1,0,0,0,0
201209,2012,9,102361007137,1,0,0,0,0
201111,2011,11,102361007137,2,0,2,0,0
201201,2012,1,102361007137,1,0,1,0,0
201207,2012,7,107615440041,5,0,0,0,0
201202,2012,2,102361007137,1,0,1,0,0
201210,2012,10,107639631360,1,0,0,0,0
201207,2012,7,102389555199,1,0,0,0,0
201205,2012,5,102379616603,1,0,1,0,0
201210,2012,10,107662113070,1,0,1,0,0
201204,2012,4,102390308706,1,0,0,0,0
201210,2012,10,102339328806,2,0,0,0,0
201202,2012,2,102252755941,1,0,1,0,0
201204,2012,4,102252755941,1,0,0,0,0
201210,2012,10,102252755941,6,0,5,0,0
201207,2012,7,102373215636,2,0,2,0,0
201112,2011,12,102373215636,2,0,2,0,0
201207,2012,7,102252755941,4,1,1,0,0
201205,2012,5,102252755941,3,0,3,0,0
201208,2012,8,102252755941,1,0,1,0,0
201208,2012,8,102409672027,1,0,1,0,0
201207,2012,7,107605850189,1,0,1,0,0
201203,2012,3,102361055389,1,0,1,0,0
201205,2012,5,102361055389,2,0,1,0,0
201204,2012,4,102361055389,1,0,1,0,0
201208,2012,8,102361055389,1,0,1,0,0
201207,2012,7,102508926089,1,0,0,0,0
201111,2011,11,102508926089,1,0,2,0,0
201204,2012,4,102447872765,1,0,2,0,0
201206,2012,6,102447872765,1,0,1,0,0
201210,2012,10,102447872765,2,0,5,0,0
201112,2011,12,102508926089,1,0,0,0,0
201202,2012,2,102380160810,3,0,4,0,0
201111,2011,11,102472099604,1,0,0,0,0
201209,2012,9,107605858340,1,0,0,0,0
201201,2012,1,102370842120,2,1,0,0,0
201203,2012,3,102472099604,1,0,0,0,0
201205,2012,5,102472099604,1,0,0,0,0
201208,2012,8,102472099604,1,0,0,0,0
201210,2012,10,107606060510,4,0,1,0,0
201207,2012,7,102412739677,1,0,0,0,0
201202,2012,2,102412924400,1,0,1,0,0
201209,2012,9,102412739677,1,1,0,0,0
201208,2012,8,102412730512,2,0,0,0,0
201208,2012,8,102412739677,2,0,0,0,0
201201,2012,1,107503616280,1,0,1,0,0
201203,2012,3,102825901307,5,1,2,0,0
201206,2012,6,102817849323,1,0,0,0,0
201210,2012,10,102817849323,1,0,1,0,0
201208,2012,8,102878313546,2,0,0,0,0
201209,2012,9,102817849323,2,0,0,0,0
201202,2012,2,102869578349,1,0,2,0,0
201206,2012,6,102860958352,1,0,0,0,0
201210,2012,10,102860958352,2,0,0,0,0
201209,2012,9,102869578349,10,0,0,0,0
201204,2012,4,102869578349,1,0,0,0,0
201203,2012,3,102878851433,1,0,0,0,0
201203,2012,3,102395541070,1,0,1,0,0
201111,2011,11,102390920614,6,0,3,0,0
201111,2011,11,102392319536,2,0,0,0,0
201204,2012,4,102390920614,1,1,0,0,0
201201,2012,1,102395541070,1,0,0,0,0
201202,2012,2,102395541070,2,1,1,0,0
201210,2012,10,102395541070,8,1,1,0,0
201203,2012,3,102431291058,1,0,0,0,0
201208,2012,8,102431291058,1,0,1,0,0
201207,2012,7,102412503058,1,0,0,0,0
201202,2012,2,102431291058,1,0,0,0,0
201207,2012,7,102395539356,1,0,1,0,0
201111,2011,11,102324823561,4,0,1,0,0
201207,2012,7,102431291058,3,0,1,0,0
201201,2012,1,102412503058,8,0,30,0,0
201206,2012,6,102404103402,1,0,0,0,0
201201,2012,1,102404103402,3,0,0,0,0
201111,2011,11,102431291058,2,0,2,0,2
201207,2012,7,102404103402,1,0,0,0,0
201207,2012,7,107572992003,1,0,1,0,0
201211,2012,11,102618702686,5,1,4,0,0
201304,2013,4,102618747708,2,0,2,0,0
201302,2013,2,102619099298,1,0,0,0,0
201302,2013,2,102619112923,5,1,4,0,0
201307,2013,7,102598203320,5,0,1,0,0
201304,2013,4,102598630051,4,0,0,0,0
201302,2013,2,102599836501,1,0,0,0,0
201304,2013,4,102599836501,2,0,2,0,0
201307,2013,7,102599836501,1,0,1,0,0
201208,2012,8,107619984619,1,0,1,0,0
201209,2012,9,107619984619,1,0,0,0,0
201201,2012,1,102380905396,2,0,1,0,0
201207,2012,7,107619984619,1,0,1,0,0
201207,2012,7,107621738400,1,0,0,0,0
201210,2012,10,107621738400,2,0,2,0,0
201205,2012,5,107504203901,4,0,0,0,0
201202,2012,2,102392821690,2,0,1,0,0
201208,2012,8,107504203901,13,2,11,0,0
201210,2012,10,107577607168,9,0,0,0,0
201112,2011,12,102252754479,1,0,0,0,0
201201,2012,1,102252754479,1,0,0,0,0
201205,2012,5,102252754479,1,0,1,0,0
201209,2012,9,102252754479,12,0,0,0,0
201206,2012,6,102252754479,2,0,1,0,0
201207,2012,7,102252754479,2,0,0,0,0
201202,2012,2,102252754479,2,0,0,0,0
201210,2012,10,102252754479,16,0,6,0,0
201204,2012,4,102252754479,1,0,0,0,0
201111,2011,11,102439690065,1,0,1,0,0
201201,2012,1,102404996239,1,0,0,0,0
201201,2012,1,102405230663,2,0,3,1,0
201203,2012,3,102439690065,1,0,0,0,0
201205,2012,5,102439690065,1,0,0,0,0
201210,2012,10,102470035132,1,0,0,0,0
201210,2012,10,102470112708,2,0,0,0,0
201204,2012,4,102409210746,1,0,0,0,0
201207,2012,7,102470035132,1,0,1,0,0
201206,2012,6,102470112708,2,0,0,0,0
201205,2012,5,102470112708,2,1,1,0,0
201201,2012,1,102439690065,2,0,0,0,0
201204,2012,4,102470035132,1,0,0,0,0
201204,2012,4,102470112708,1,0,0,0,0
201201,2012,1,102470035132,10,0,0,0,0
201202,2012,2,102470035132,1,0,1,0,0
201209,2012,9,102439690065,5,0,0,0,0
201208,2012,8,102439690065,4,0,0,0,0
201207,2012,7,102439690065,3,0,2,0,0
201207,2012,7,102411332844,1,0,0,0,0
201205,2012,5,102372495935,1,0,1,0,0
201208,2012,8,107577598908,1,0,1,0,0
201201,2012,1,102390928716,2,0,2,0,0
201201,2012,1,102390965440,4,0,3,1,0
201202,2012,2,102422273722,2,0,1,0,0
201201,2012,1,102485738103,1,0,1,0,0
201209,2012,9,102406433405,1,0,0,0,0
201204,2012,4,102366549140,2,1,0,0,0
201201,2012,1,102366549140,4,0,0,0,0
201210,2012,10,102366549140,1,1,0,0,0
201205,2012,5,102406433405,1,0,0,0,0
201208,2012,8,102406433405,4,1,6,1,0
201203,2012,3,102407293366,1,0,0,0,0
201207,2012,7,102366549140,2,0,4,0,0
201201,2012,1,102388663366,1,0,0,0,0
201205,2012,5,102450865352,1,0,0,0,0
201203,2012,3,102388359332,1,0,1,0,0
201210,2012,10,102255784268,2,1,0,0,0
201207,2012,7,102395548119,1,0,0,0,0
201206,2012,6,102396172567,3,0,3,0,0
201206,2012,6,102390923972,1,0,1,0,0
201210,2012,10,102390923972,2,1,2,0,0
201201,2012,1,102412731635,1,0,1,0,0
201202,2012,2,102412731635,2,0,0,0,0
201201,2012,1,102412874613,4,1,1,0,0
201111,2011,11,102412731635,1,0,0,0,0
201111,2011,11,102412883606,1,0,1,0,0
201111,2011,11,102403291703,1,0,0,0,0
201201,2012,1,102403291703,1,0,0,0,0
201204,2012,4,102404213190,1,0,1,0,0
201210,2012,10,107655260260,1,0,0,0,0
201209,2012,9,107653837910,3,0,3,0,0
201209,2012,9,107659106709,1,0,0,0,0
201205,2012,5,102404209230,1,1,0,0,0
201202,2012,2,102376354806,1,0,0,0,0
201207,2012,7,102385072647,3,0,0,0,0
201202,2012,2,102396198704,4,0,1,0,0
201205,2012,5,102343724203,5,0,2,0,0
201208,2012,8,102343724203,1,0,0,0,0
201111,2011,11,102382741912,1,0,0,0,0
201112,2011,12,102414928603,1,0,1,0,0
201203,2012,3,102396198704,26,0,4,0,0
201204,2012,4,102343724203,1,0,0,0,0
201207,2012,7,102414928603,1,0,0,0,0
201208,2012,8,102386531100,2,0,2,0,0
201205,2012,5,102396198704,1,0,1,0,0
201207,2012,7,102396198704,3,0,0,0,0
201210,2012,10,102387604605,1,0,0,0,0
201206,2012,6,107614658944,10,0,0,0,0
201209,2012,9,102405783280,1,0,1,0,0
201205,2012,5,107589404266,1,0,1,0,0
201203,2012,3,102381730993,2,0,0,0,0
201208,2012,8,102381744950,2,0,1,0,0
201210,2012,10,107637734765,1,0,0,0,0
201207,2012,7,107616396388,1,0,1,0,0
201112,2011,12,102381730993,3,0,4,0,0
201201,2012,1,102381730993,1,0,0,0,0
201210,2012,10,102381730993,1,0,0,0,0
201112,2011,12,102381744950,1,0,0,0,0
201201,2012,1,102381744950,1,0,1,0,0
201210,2012,10,102381744950,2,0,0,0,0
201112,2011,12,102382108600,1,0,0,0,0
201206,2012,6,102382108600,1,0,2,1,1
201111,2011,11,102381730993,3,0,2,0,0
201111,2011,11,102381744950,3,0,2,0,0
201210,2012,10,102382108600,2,0,2,0,0
201204,2012,4,102381730993,12,0,10,0,0
201111,2011,11,102382108600,1,0,1,0,0
201207,2012,7,102381730993,5,2,2,0,0
201207,2012,7,102381744950,2,0,1,0,0
201207,2012,7,102382108600,1,0,0,0,0
201209,2012,9,102381730993,3,0,0,0,0
201208,2012,8,102381730993,1,0,0,0,0
201205,2012,5,102381730993,1,0,0,0,0
201208,2012,8,102416149903,4,0,0,0,0
201205,2012,5,102887920992,1,0,0,0,0
201205,2012,5,102888927482,2,0,2,0,0
201206,2012,6,107574527204,12,0,0,0,0
201210,2012,10,107574527204,4,0,0,0,3
201208,2012,8,107631351490,1,0,2,0,0
201208,2012,8,107613360102,1,0,1,0,0
201208,2012,8,107635682627,1,0,0,0,0
201209,2012,9,107585642655,2,0,2,0,0
201208,2012,8,102379553512,2,0,2,0,0
201210,2012,10,102417140643,1,0,0,0,0
201202,2012,2,102444049440,7,0,1,0,0
201207,2012,7,102380161062,1,0,0,0,0
201208,2012,8,102444049440,1,0,0,0,0
201202,2012,2,102427178342,2,0,1,0,0
201112,2011,12,102444049440,1,0,1,0,0
201201,2012,1,102444049440,1,0,0,0,0
201202,2012,2,102379616603,1,0,0,0,0
201206,2012,6,102388155405,1,0,0,0,0
201112,2011,12,102388155405,1,0,1,0,0
201210,2012,10,102388155405,1,1,0,0,0
201208,2012,8,102388155405,1,0,0,0,0
201207,2012,7,102400365677,1,0,0,0,0
201111,2011,11,102388155405,1,1,2,0,0
201205,2012,5,102388155405,1,0,1,0,0
201202,2012,2,102388155405,1,0,0,0,0
201209,2012,9,102388155405,2,0,2,0,0
201205,2012,5,107588756572,1,0,3,0,0
201203,2012,3,102388108966,2,0,0,0,0
201203,2012,3,102388155405,1,0,1,0,0
201207,2012,7,102388155405,2,0,1,0,0
201204,2012,4,102421325368,1,0,0,0,0
201112,2011,12,102421325368,1,0,1,0,0
201207,2012,7,102421325368,3,0,3,0,1
201207,2012,7,107579551609,1,0,1,0,0
201205,2012,5,107579551609,4,0,0,0,0
201204,2012,4,102830332423,5,0,0,0,0
201203,2012,3,102881018606,4,0,2,0,0
201205,2012,5,102852050328,1,0,0,0,0
201208,2012,8,102881091000,1,0,0,0,0
201209,2012,9,102395630810,1,0,0,0,0
201210,2012,10,107578278057,2,0,0,0,0
201210,2012,10,102395231010,4,0,3,0,0
201203,2012,3,102372224604,1,0,0,0,0
201111,2011,11,102413581037,1,0,1,0,0
201208,2012,8,102413581037,1,0,0,0,0
201112,2011,12,102413581037,1,0,2,0,0
201201,2012,1,102413581037,1,0,1,0,0
201210,2012,10,102413581037,1,0,1,0,0
201202,2012,2,102413581037,3,0,3,1,1
201206,2012,6,102413581037,1,0,0,0,0
201209,2012,9,102413581037,3,0,1,0,0
201111,2011,11,102382475215,2,1,0,0,0
201203,2012,3,102382475215,2,0,1,0,0
201208,2012,8,102382475215,1,0,1,0,0
201111,2011,11,102395231010,1,0,0,0,0
201112,2011,12,102385063200,1,0,0,0,0
201205,2012,5,107563790108,2,0,1,0,0
201206,2012,6,102303410022,2,0,0,0,0
201202,2012,2,102303508927,2,0,1,0,0
201203,2012,3,102372813909,2,1,3,1,0
201203,2012,3,102391703586,1,0,1,0,0
201209,2012,9,102397965896,1,0,1,0,0
201205,2012,5,102379719303,6,0,1,0,0
201204,2012,4,102405408115,1,0,1,0,0
201209,2012,9,102405408115,2,0,0,0,0
201209,2012,9,102406637556,1,0,0,0,0
201209,2012,9,102407014805,1,0,1,0,0
201205,2012,5,102406959403,1,0,1,0,0
201111,2011,11,102407014805,1,0,0,0,0
201206,2012,6,102407015331,1,0,0,0,0
201202,2012,2,102407542680,1,0,1,0,0
201112,2011,12,102407014805,2,0,0,0,0
201207,2012,7,102407542680,1,0,0,0,0
201208,2012,8,102407015331,2,0,1,0,0
201203,2012,3,102407542680,2,0,5,0,0
201205,2012,5,102407542740,1,0,0,0,0
201302,2013,2,102597864574,1,0,0,0,0
201304,2013,4,102599500468,1,0,1,0,0
201307,2013,7,102599464583,2,0,0,0,0
201307,2013,7,102599500468,1,0,1,0,0
201303,2013,3,102597864574,1,0,1,0,0
201305,2013,5,102597864574,1,0,0,0,0
201305,2013,5,102599464583,2,2,0,0,0
201303,2013,3,102599500468,1,0,0,0,0
201305,2013,5,102599500468,1,1,0,0,0
201301,2013,1,102599500468,11,0,0,0,0
201302,2013,2,102599500468,1,0,2,1,0
201306,2013,6,102597864574,4,0,4,0,0
201111,2011,11,102326424233,1,0,0,0,0
201210,2012,10,107618441957,2,1,0,0,0
201210,2012,10,107620969214,1,0,2,0,0
201209,2012,9,107620969214,1,0,0,0,0
201207,2012,7,107620969214,1,0,0,0,0
201208,2012,8,107620969214,1,0,0,0,0
201205,2012,5,102317602443,1,0,0,0,0
201208,2012,8,102317602443,5,0,1,0,0
201210,2012,10,102809426132,6,0,0,0,0
201206,2012,6,102809426132,1,0,1,0,0
201208,2012,8,102299978877,1,0,0,0,0
201208,2012,8,107583620307,2,0,0,0,0
201204,2012,4,107574486630,2,0,1,0,0
201209,2012,9,102371790135,2,0,2,0,0
201203,2012,3,102409689341,1,0,0,0,0
201112,2011,12,102494524450,1,0,0,0,0
201112,2011,12,102382475215,1,0,0,0,0
201207,2012,7,102312272604,2,0,0,0,0
201205,2012,5,102382475215,1,0,1,0,0
201209,2012,9,102382475215,2,0,3,0,0
201111,2011,11,102312272604,3,0,0,0,1
201112,2011,12,102312272604,5,0,8,0,0
201206,2012,6,102312272604,1,0,1,0,0
201202,2012,2,102362100057,1,0,3,0,0
201203,2012,3,102312272604,2,0,1,0,0
201205,2012,5,102312272604,1,0,1,0,0
201209,2012,9,102312272604,13,1,9,1,0
201208,2012,8,102312272604,1,0,0,0,0
201210,2012,10,102361482230,1,0,0,0,0
201210,2012,10,102361486540,2,0,1,0,1
201201,2012,1,102312272604,1,0,1,0,0
201210,2012,10,102382475215,3,0,0,0,0
201206,2012,6,107584729880,1,0,0,0,0
201206,2012,6,102362100057,2,0,1,0,0
201206,2012,6,102389943470,1,0,0,0,0
201202,2012,2,102444112812,1,0,1,0,0
201204,2012,4,102445012225,1,0,1,0,0
201208,2012,8,102380895887,2,0,0,0,0
201209,2012,9,102403291703,1,0,0,0,0
201206,2012,6,102403291703,1,0,0,0,0
201207,2012,7,102404209230,3,0,2,0,0
201202,2012,2,102351682875,3,1,0,0,0
201204,2012,4,102351682875,1,0,1,0,0
201207,2012,7,102351682875,2,0,0,0,0
201203,2012,3,102351682875,2,0,1,0,0
201205,2012,5,102351682875,1,0,0,0,0
201209,2012,9,102351682875,3,0,3,0,0
201207,2012,7,102382106601,1,0,0,0,0
201203,2012,3,102382106601,4,0,3,0,0
201207,2012,7,107615569065,3,0,1,0,0
201201,2012,1,102382106601,3,0,2,0,0
201210,2012,10,107631756286,1,0,0,0,0
201208,2012,8,107585652990,1,0,1,1,0
201206,2012,6,107613420979,2,0,1,0,0
201209,2012,9,107639689320,4,0,3,0,0
201210,2012,10,107639689320,1,0,0,0,0
201202,2012,2,102395938636,2,0,1,0,0
201204,2012,4,102395938636,1,0,1,0,0
201201,2012,1,102395042101,1,0,1,0,0
201206,2012,6,102432198906,1,0,0,0,0
201206,2012,6,102412954430,6,0,3,0,0
201112,2011,12,102412954430,1,0,0,0,0
201112,2011,12,102377112643,1,0,1,0,0
201209,2012,9,102377112643,1,0,1,0,0
201208,2012,8,107631882306,2,2,15,1,0
201207,2012,7,102394679115,1,0,2,0,0
201207,2012,7,102394790090,2,0,0,0,0
201111,2011,11,102395938636,1,0,1,0,0
201208,2012,8,102385280363,22,0,3,0,0
201203,2012,3,102868563759,12,0,2,0,0
201205,2012,5,102835926682,1,0,0,0,0
201201,2012,1,102472099604,2,0,1,0,0
201202,2012,2,102472099604,1,0,0,0,0
201206,2012,6,102497633984,3,0,3,0,0
201208,2012,8,107585634325,2,0,0,0,0
201205,2012,5,107585667840,1,0,1,0,0
201206,2012,6,102371790365,2,0,2,0,0
201209,2012,9,102405289685,1,0,0,0,0
201205,2012,5,102494149302,1,0,1,0,0
201111,2011,11,102378908060,12,0,9,0,0
201203,2012,3,102378908060,5,0,1,0,0
201208,2012,8,102378908060,1,0,0,0,0
201205,2012,5,102378112154,7,0,0,0,0
201205,2012,5,102378908060,3,0,1,0,0
201208,2012,8,102379262370,2,0,2,0,0
201203,2012,3,102420794345,1,0,0,0,0
201209,2012,9,102420794345,1,0,0,0,0
201204,2012,4,102378908060,3,0,0,0,0
201206,2012,6,102378908060,1,0,0,0,0
201210,2012,10,102378908060,1,0,1,0,0
201204,2012,4,102420794345,1,0,1,0,0
201201,2012,1,102420794345,1,0,0,0,0
201210,2012,10,102420794345,2,0,3,0,0
201112,2011,12,102832573616,1,0,0,0,0
201208,2012,8,102331171624,1,0,1,0,0
201208,2012,8,107648482134,9,0,1,0,0
201209,2012,9,107648482134,10,1,15,1,0
201112,2011,12,102412731405,2,0,0,0,0
201202,2012,2,102397718620,1,0,0,0,0
201208,2012,8,102406521546,2,0,1,0,0
201205,2012,5,102406521546,6,0,0,0,0
201210,2012,10,102406521546,2,0,0,0,0
201209,2012,9,102407353252,2,0,2,0,0
201210,2012,10,102486386563,2,0,0,0,0
201208,2012,8,107530235246,1,0,1,0,0
201207,2012,7,102382377932,7,2,0,0,0
201207,2012,7,102361176070,1,0,1,0,0
201112,2011,12,102361176070,2,0,0,0,0
201111,2011,11,102382363002,4,0,1,0,0
201203,2012,3,102407015621,10,0,0,0,0
201207,2012,7,102407545879,1,0,0,0,0
201208,2012,8,107598171941,1,0,1,0,0
201203,2012,3,102387495470,14,0,0,0,0
201203,2012,3,102387835380,9,0,0,0,0
201209,2012,9,102387835380,1,0,0,0,0
201201,2012,1,102382485550,1,0,0,0,0
201207,2012,7,102382485550,1,0,0,0,0
201205,2012,5,102387835380,3,0,0,0,0
201206,2012,6,102387495470,4,0,2,0,0
201206,2012,6,107592411108,4,0,2,0,0
201208,2012,8,102387495470,1,0,1,0,0
201208,2012,8,102387820361,1,0,1,0,0
201201,2012,1,102256055608,1,0,1,0,0
201205,2012,5,102367327618,1,0,0,0,0
201206,2012,6,102367327618,2,0,0,0,0
201111,2011,11,102486115456,1,0,1,0,0
201208,2012,8,102495137382,1,0,1,0,0
201209,2012,9,102486115456,1,0,0,0,0
201204,2012,4,102872484940,1,0,0,0,0
201204,2012,4,102881092867,1,0,0,0,0
201205,2012,5,102872484940,1,0,1,0,0
201111,2011,11,102372224604,10,0,0,0,0
201209,2012,9,102390940255,3,0,0,0,0
201210,2012,10,102381739304,1,0,0,0,0
201209,2012,9,107632675437,1,0,0,0,0
201112,2011,12,107432207122,1,0,1,0,0
201206,2012,6,102445009105,1,0,4,0,0
201111,2011,11,102445005604,2,0,1,0,0
201206,2012,6,107605654123,1,0,0,0,0
201112,2011,12,102424020592,1,0,0,0,0
201112,2011,12,102404546559,1,0,1,0,0
201202,2012,2,102439690065,4,0,0,0,0
201204,2012,4,102439690065,1,0,1,0,0
201210,2012,10,102439690065,1,0,1,0,0
201303,2013,3,107210683001,1,0,1,0,0
201303,2013,3,107211591838,5,0,4,0,0
201303,2013,3,107213541052,2,0,0,0,0
201304,2013,4,102598638800,2,0,1,0,0
201303,2013,3,102598638800,98,0,0,0,0
201303,2013,3,102599506324,2,0,1,0,0
201303,2013,3,102642700504,1,0,0,0,0
201301,2013,1,102598591405,1,0,0,0,0
201302,2013,2,102598591405,6,0,5,0,0
201301,2013,1,102598757870,1,0,1,0,0
201302,2013,2,102599068321,1,0,2,0,0
201306,2013,6,102599142709,2,0,0,0,0
201112,2011,12,102336607598,1,0,2,0,0
201203,2012,3,102335165023,1,0,0,0,0
201202,2012,2,102336607598,10,2,5,0,0
201210,2012,10,102425572827,1,0,1,0,1
201112,2011,12,102425572827,10,0,10,0,0
201112,2011,12,102385071694,3,0,0,0,0
201201,2012,1,102385071694,1,0,1,0,0
201210,2012,10,102385071694,1,0,1,0,0
201203,2012,3,102385071694,1,0,1,0,0
201204,2012,4,102375403900,1,0,0,0,0
201206,2012,6,102375403900,1,0,1,0,0
201112,2011,12,102385574633,1,0,2,0,0
201210,2012,10,102385574633,2,0,0,0,0
201210,2012,10,102386531264,1,0,0,0,0
201208,2012,8,102414682929,3,1,1,0,0
201204,2012,4,102385071694,1,0,0,0,0
201111,2011,11,102385574633,3,0,3,0,0
201111,2011,11,102385071694,1,0,0,0,0
201204,2012,4,102385574633,1,1,1,0,0
201111,2011,11,102395623542,1,0,1,0,0
201202,2012,2,102382108600,9,2,0,0,0
201204,2012,4,102382108600,2,0,1,0,0
201205,2012,5,102414682929,1,0,1,0,0
201207,2012,7,102416148594,1,0,0,0,0
201208,2012,8,102395932540,1,0,0,0,0
201209,2012,9,102416149903,4,0,2,0,0
201204,2012,4,102414682929,2,0,2,0,0
201204,2012,4,102414949350,2,0,1,0,0
201209,2012,9,102385071694,4,0,0,0,0
201205,2012,5,102386531264,7,0,3,0,0
201209,2012,9,102414682929,20,0,0,0,0
201206,2012,6,102416145176,1,0,1,0,0
201204,2012,4,102366411713,4,0,2,0,0
201209,2012,9,102405782807,1,0,0,0,0
201210,2012,10,102409430873,2,0,0,0,0
201206,2012,6,102343037023,2,0,2,0,0
201208,2012,8,102390925178,1,0,2,0,0
201208,2012,8,102402927501,1,0,0,0,0
201209,2012,9,102402927501,2,0,2,0,0
201112,2011,12,102402927501,3,0,1,0,0
201210,2012,10,102402927501,1,0,1,0,0
201204,2012,4,107563965855,1,0,1,0,0
201112,2011,12,102486115456,1,0,0,0,0
201210,2012,10,102486115456,1,0,0,0,0
201203,2012,3,102405699443,2,0,1,0,0
201202,2012,2,102486115456,2,0,1,0,0
201204,2012,4,102486115456,3,0,4,0,0
201207,2012,7,102367327618,1,0,0,0,0
201112,2011,12,102405699443,1,0,1,0,0
201210,2012,10,102405699443,5,0,2,0,0
201201,2012,1,102405742535,2,0,1,0,0
201209,2012,9,102405699443,7,0,1,0,1
201205,2012,5,102486115456,2,0,0,0,0
201210,2012,10,107584735515,1,0,0,0,0
201206,2012,6,102412627398,1,0,0,0,0
201208,2012,8,102375334374,1,0,2,1,0
201205,2012,5,102374273104,1,0,1,0,0
201205,2012,5,102375334374,2,0,0,0,0
201111,2011,11,102374273104,1,0,1,0,0
201207,2012,7,102412627398,3,1,1,0,0
201202,2012,2,102373848130,3,0,0,0,0
201201,2012,1,102382877563,4,0,4,0,0
201209,2012,9,102395541130,3,0,0,1,0
201201,2012,1,107501781371,1,0,2,0,0
201202,2012,2,102812495872,1,0,0,0,0
201204,2012,4,102812495872,3,0,3,0,0
201206,2012,6,102812495872,1,0,1,0,0
201112,2011,12,102812495872,1,0,1,0,0
201201,2012,1,102812495872,10,1,1,0,0
201210,2012,10,102812495872,2,0,0,0,0
201208,2012,8,102830342769,1,0,1,0,0
201208,2012,8,102830708986,1,0,0,0,0
201204,2012,4,102825774547,1,0,1,0,0
201209,2012,9,102825778108,4,0,0,0,0
201209,2012,9,102830708986,1,0,1,0,0
201201,2012,1,102378908060,4,0,0,0,0
201202,2012,2,102378908060,1,0,0,0,0
201207,2012,7,102881154309,1,0,0,0,0
201210,2012,10,107608742023,1,0,1,0,0
201210,2012,10,107643070036,1,0,1,0,0
201210,2012,10,107628273200,1,0,0,0,0
201210,2012,10,107629827303,3,0,0,0,0
201208,2012,8,107626837710,2,0,4,0,0
201203,2012,3,102337765514,1,0,1,0,0
201206,2012,6,102337765514,1,0,1,0,0
201210,2012,10,102337765514,1,0,0,0,0
201205,2012,5,107574407799,2,0,2,0,0
201204,2012,4,102337765514,1,0,1,0,0
201208,2012,8,102409426794,1,0,2,0,0
